,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,63,39,3,21,287,239,81.0,0.0,1
키움,62,37,1,24,270,250,78.5,2.5,2
LG,62,35,1,26,311,256,76.5,4.5,3
KIA,60,32,1,27,316,279,74.5,6.5,4
KT,62,29,2,31,248,247,71.0,10.0,5
삼성,61,29,0,32,259,279,70.5,10.5,6
두산,60,28,1,31,287,280,70.5,10.5,6
롯데,60,26,2,32,236,273,69.0,12.0,8
NC,61,23,1,37,237,265,65.0,16.0,9
한화,61,22,0,39,260,343,63.5,17.5,10
