,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,7,7,0,0,35,14,75.5,0.0,1
LG,7,6,0,1,36,17,74.5,1.0,2
두산,7,4,0,3,29,28,72.5,3.0,3
롯데,7,4,0,3,23,23,72.5,3.0,3
삼성,7,3,0,4,25,25,71.5,4.0,5
KIA,7,3,0,4,24,33,71.5,4.0,5
키움,7,3,0,4,15,26,71.5,4.0,5
NC,7,2,0,5,18,23,70.5,5.0,8
KT,7,2,0,5,22,31,70.5,5.0,8
한화,7,1,0,6,22,29,69.5,6.0,10
