,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,128,80,4,44,630,540,90.0,0.0,1
LG,124,76,2,46,638,466,87.0,3.0,2
키움,131,73,2,56,546,541,80.5,9.5,3
KT,128,70,2,56,551,499,79.0,11.0,4
KIA,127,62,1,64,648,590,71.0,19.0,5
NC,124,57,3,64,586,560,68.5,21.5,6
롯데,130,57,4,69,539,648,66.0,24.0,7
삼성,127,56,2,69,555,623,65.5,24.5,8
두산,124,51,2,71,544,606,62.0,28.0,9
한화,127,41,2,84,508,672,50.5,39.5,10
