,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,116,76,3,37,576,477,91.5,0.0,1
LG,112,69,1,42,585,438,85.5,6.0,2
키움,119,66,2,51,508,511,79.5,12.0,3
KT,115,64,2,49,514,445,79.5,12.0,3
KIA,114,57,1,56,588,533,72.5,19.0,5
롯데,118,52,4,62,484,578,67.0,24.5,6
NC,111,48,3,60,500,510,66.0,25.5,7
두산,112,47,2,63,500,536,64.0,27.5,8
삼성,115,48,2,65,504,584,63.5,28.0,9
한화,114,35,2,77,464,611,51.0,40.5,10
