,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,96,64,3,29,471,390,89.5,0.0,1
키움,97,58,2,37,411,367,82.5,7.0,2
LG,94,56,1,37,479,382,81.5,8.0,3
KT,93,50,2,41,417,373,76.5,13.0,4
KIA,94,48,1,45,485,431,73.5,16.0,5
두산,92,41,2,49,433,439,68.0,21.5,6
롯데,96,40,4,52,398,471,66.0,23.5,7
NC,92,37,3,52,381,428,64.5,25.0,8
삼성,95,38,2,55,408,483,63.5,26.0,9
한화,95,29,2,64,388,507,54.5,35.0,10
