,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,88,59,3,26,439,348,88.5,0.0,1
키움,90,56,1,33,383,330,83.5,5.0,2
LG,87,53,1,33,444,354,82.0,6.5,3
KT,87,46,2,39,370,345,75.5,13.0,4
KIA,86,45,1,40,445,391,74.5,14.0,5
롯데,88,38,3,47,361,423,67.5,21.0,6
두산,86,36,2,48,402,413,66.0,22.5,7
삼성,88,36,0,52,370,442,64.0,24.5,8
NC,86,34,2,50,351,395,64.0,24.5,8
한화,88,26,1,61,349,473,54.5,34.0,10
