,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,26,19,1,6,113,77,78.5,0.0,1
롯데,25,15,1,9,102,86,75.0,3.5,2
키움,26,15,0,11,97,94,74.0,4.5,3
두산,25,14,0,11,99,97,73.5,5.0,4
LG,26,14,0,12,105,93,73.0,5.5,5
KT,25,11,0,14,94,101,70.5,8.0,6
삼성,26,11,0,15,111,116,70.0,8.5,7
KIA,25,10,0,15,106,106,69.5,9.0,8
한화,26,10,0,16,87,114,69.0,9.5,9
NC,26,8,0,18,86,116,67.0,11.5,10
