,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,135,85,4,46,677,568,91.5,0.0,1
LG,130,80,2,48,667,482,88.0,3.5,2
키움,138,77,2,59,583,579,81.0,10.5,3
KT,134,73,2,59,575,523,79.0,12.5,4
KIA,134,63,1,70,669,644,68.5,23.0,5
NC,131,60,3,68,607,595,68.0,23.5,6
롯데,137,61,4,72,578,674,66.5,25.0,7
삼성,134,60,2,72,611,662,66.0,25.5,8
두산,131,55,2,74,589,646,62.5,29.0,9
한화,134,43,2,89,532,715,49.0,42.5,10
