,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,127,80,4,43,630,534,90.5,0.0,1
LG,123,75,2,46,636,466,86.5,4.0,2
키움,130,73,2,55,544,537,81.0,9.5,3
KT,127,70,2,55,551,497,79.5,11.0,4
KIA,126,62,1,63,647,588,71.5,19.0,5
NC,123,56,3,64,580,560,68.0,22.5,6
롯데,129,56,4,69,535,646,65.5,25.0,7
삼성,126,55,2,69,542,620,65.0,25.5,8
두산,123,51,2,70,541,593,62.5,28.0,9
한화,126,40,2,84,506,671,50.0,40.5,10
