,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,12,11,0,1,60,24,77.0,0.0,1
LG,12,8,0,4,52,36,74.0,3.0,2
키움,12,8,0,4,41,37,74.0,3.0,2
두산,11,7,0,4,43,40,73.5,3.5,4
롯데,11,6,0,5,43,42,72.5,4.5,5
삼성,12,6,0,6,52,40,72.0,5.0,6
KIA,11,4,0,7,34,57,70.5,6.5,7
NC,12,3,0,9,30,44,69.0,8.0,8
한화,12,3,0,9,39,58,69.0,8.0,8
KT,11,2,0,9,38,54,68.5,8.5,10
