,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,56,36,2,18,249,206,81.0,0.0,1
키움,55,33,0,22,237,219,77.5,3.5,2
LG,56,31,1,24,269,226,75.5,5.5,3
KIA,55,30,1,24,285,245,75.0,6.0,4
삼성,54,26,0,28,236,244,71.0,10.0,5
두산,53,25,1,27,249,242,71.0,10.0,5
KT,55,25,1,29,218,217,70.0,11.0,7
롯데,54,24,2,28,206,243,70.0,11.0,7
한화,55,21,0,34,232,297,65.5,15.5,9
NC,55,19,0,36,209,251,63.5,17.5,10
