,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,122,78,4,40,598,502,91.0,0.0,1
LG,118,72,2,44,614,454,86.0,5.0,2
키움,125,70,2,53,529,528,80.5,10.5,3
KT,122,68,2,52,542,468,80.0,11.0,4
KIA,121,60,1,60,624,567,72.0,19.0,5
롯데,124,55,4,65,516,614,67.0,24.0,6
NC,118,52,3,63,538,545,66.5,24.5,7
삼성,121,52,2,67,529,601,64.5,26.5,8
두산,118,48,2,68,519,582,62.0,29.0,9
한화,121,38,2,81,494,642,50.5,40.5,10
