,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,130,81,4,45,641,544,90.0,0.0,1
LG,125,77,2,46,642,467,87.5,2.5,2
키움,133,75,2,56,568,554,81.5,8.5,3
KT,129,70,2,57,551,501,78.5,11.5,4
KIA,129,62,1,66,655,607,70.0,20.0,5
NC,126,57,3,66,589,580,67.5,22.5,6
롯데,132,58,4,70,551,660,66.0,24.0,7
삼성,129,57,2,70,576,637,65.5,24.5,8
두산,126,53,2,71,561,618,63.0,27.0,9
한화,129,42,2,85,516,682,50.5,39.5,10
