,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,97,65,3,29,477,395,90.0,0.0,1
키움,98,58,2,38,416,373,82.0,8.0,2
LG,95,57,1,37,491,384,82.0,8.0,2
KT,94,50,2,42,420,377,76.0,14.0,4
KIA,95,48,1,46,486,435,73.0,17.0,5
두산,93,41,2,50,435,448,67.5,22.5,6
롯데,97,40,4,53,400,483,65.5,24.5,7
NC,93,38,3,52,385,431,65.0,25.0,8
삼성,96,39,2,55,417,485,64.0,26.0,9
한화,96,30,2,64,392,508,55.0,35.0,10
