,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,95,64,3,28,469,387,90.0,0.0,1
키움,96,57,2,37,408,365,82.0,8.0,2
LG,93,55,1,37,475,381,81.0,9.0,3
KT,92,49,2,41,402,371,76.0,14.0,4
KIA,93,47,1,45,479,428,73.0,17.0,5
두산,91,40,2,49,430,438,67.5,22.5,6
롯데,95,40,4,51,397,467,66.5,23.5,7
NC,91,37,3,51,379,413,65.0,25.0,8
삼성,94,38,2,54,407,480,64.0,26.0,9
한화,94,29,2,63,385,501,55.0,35.0,10
