,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,19,15,0,4,90,53,77.5,0.0,1
두산,18,11,0,7,63,64,74.0,3.5,2
LG,19,11,0,8,78,66,73.5,4.0,3
키움,19,11,0,8,66,64,73.5,4.0,3
롯데,18,10,0,8,73,67,73.0,4.5,5
KIA,18,8,0,10,68,76,71.0,6.5,6
KT,18,8,0,10,70,68,71.0,6.5,6
삼성,19,7,0,12,81,82,69.5,8.0,8
한화,19,7,0,12,72,89,69.5,8.0,8
NC,19,5,0,14,56,88,67.5,10.0,10
