,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,33,24,1,8,150,103,80.0,0.0,1
LG,33,19,0,14,148,124,74.5,5.5,2
두산,32,18,0,14,136,126,74.0,6.0,3
롯데,32,17,1,14,124,117,73.5,6.5,4
키움,33,17,0,16,119,129,72.5,7.5,5
KIA,32,16,0,16,147,129,72.0,8.0,6
삼성,33,16,0,17,147,139,71.5,8.5,7
KT,32,15,0,17,131,125,71.0,9.0,8
한화,33,11,0,22,114,171,66.5,13.5,9
NC,33,9,0,24,116,169,64.5,15.5,10
