,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,101,68,3,30,496,412,91.0,0.0,1
LG,98,59,1,38,515,395,82.5,8.5,2
키움,102,59,2,41,430,401,81.0,10.0,3
KT,98,52,2,44,436,390,76.0,15.0,4
KIA,99,49,1,49,500,454,72.0,19.0,5
두산,97,43,2,52,451,471,67.5,23.5,6
NC,97,41,3,53,422,439,66.0,25.0,7
롯데,101,42,4,55,412,512,65.5,25.5,8
삼성,100,41,2,57,435,502,64.0,27.0,9
한화,99,31,2,66,401,522,54.5,36.5,10
