,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,27,20,1,6,117,79,79.0,0.0,1
롯데,26,15,1,10,107,96,74.5,4.5,2
키움,27,16,0,11,104,95,74.5,4.5,2
LG,27,15,0,12,109,96,73.5,5.5,4
두산,26,14,0,12,102,101,73.0,6.0,5
KT,26,12,0,14,104,106,71.0,8.0,6
삼성,27,11,0,16,117,126,69.5,9.5,7
KIA,26,10,0,16,107,113,69.0,10.0,8
한화,27,10,0,17,89,118,68.5,10.5,9
NC,27,9,0,18,96,122,67.5,11.5,10
