,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,70,43,3,24,324,280,81.5,0.0,1
키움,70,42,1,27,301,268,79.5,2.0,2
LG,69,40,1,28,340,278,78.0,3.5,3
KIA,68,36,1,31,350,320,74.5,7.0,4
KT,69,33,2,34,273,276,71.5,10.0,5
두산,67,31,1,35,322,308,70.0,11.5,6
삼성,69,32,0,37,286,310,69.5,12.0,7
롯데,68,30,2,36,280,316,69.0,12.5,8
NC,68,27,2,39,268,285,66.0,15.5,9
한화,68,22,1,45,280,383,60.5,21.0,10
