,경기수,승리,무승부,패배,득점,실점,승점,게임차,순위
SSG,75,47,3,25,364,295,83.0,0.0,1
키움,75,46,1,28,330,284,81.0,2.0,2
LG,73,43,1,29,361,290,79.0,4.0,3
KIA,73,38,1,34,368,343,74.0,9.0,4
KT,74,35,2,37,301,304,71.0,12.0,5
삼성,74,35,0,39,309,333,70.0,13.0,6
두산,71,32,2,37,342,327,69.5,13.5,7
롯데,72,31,3,38,297,342,68.5,14.5,8
NC,72,27,2,43,274,319,64.0,19.0,9
한화,73,24,1,48,296,405,60.0,23.0,10
